rank	stem	stemLen	isWord	track	score	value	gainPar	gainAlpha	deadPoints	effort	studyItems	newWords	owned	learning	unknown	familySize	branches	presentShare	presentGames	enumerability	enumerabilityObserved	enumerabilityFindable	enumerabilitySource	cueable	coherence	residual	deadBranches	deadExposure	scoreStandalone	learn	why
7502	SERG	4	False	alpha	0.013584	0.051619	0	0.33635	0.2581	3.8	1	0	0	1	32	13	37	0.017103	49	1.1619	1.8367	1.3411	calibrated	False	0.55543	1441.4	53	0.27545	0.1021	SERGE	SERG- is on 2% of your boards; you own none of the 37 words on it yet; the queue wants SERGE (0.3 points a game between 1 word); enumerability 1.3 is below the band, so it is a study item and not a board cue.
7503	RATIS	5	False	misswipe	0.013583	0.038033	0	0	0.19017	2.8	0	0	0	1	7	4	8	0.01082	31	0.15276	1.0323	0.14113	calibrated	False	0.64236	249.09	59	0.3208	0.013583		RATIS- is on 1% of your boards; you own none of the 8 words on it yet; enumerability 0.1 is below the band, so it is a study item and not a board cue.
7504	NOTH	4	False	misswipe	0.013583	0.038033	0	0	0.19017	2.8	0	0	0	1	13	12	16	0.011169	32	0.33708	1.5625	0.38905	calibrated	False	0.5086	545.35	57	0.31077	0.013583		NOTH- is on 1% of your boards; you own none of the 16 words on it yet; enumerability 0.4 is below the band, so it is a study item and not a board cue.
7505	AVIS	4	False	misswipe	0.013569	0.037995	0	0	0.18997	2.8	0	0	0	0	47	53	71	0.012216	35	1.7412	3.0857	2.0096	calibrated	True	0.55529	2036.9	54	0.28384	0.013569		AVIS- is on 1% of your boards; you own none of the 71 words on it yet; enumerability 2.0 is inside the 2-6 band, so it also works as something to scan for on a board.
7506	SILT	4	True	par	0.013568	0.051558	0.72884	0	0.25779	3.8	1	0	1	9	10	8	21	0.035951	103	0.73376	1.2427	0.84688	calibrated	False	0.5998	232.7	54	0.13088	0.20537	SILTS	SILT- is on 4% of your boards; you own 1 of the 21 words on it; the queue wants SILTS (0.7 points a game between 1 word); enumerability 0.8 is below the band, so it is a study item and not a board cue.
7507	MISES	5	True	misswipe	0.013568	0.03799	0	0	0.18995	2.8	0	0	0	1	40	34	62	0.011169	32	1.1679	1.9375	1.079	calibrated	False	0.62092	1503.6	56	0.31041	0.013568		MISES- is on 1% of your boards; you own none of the 62 words on it yet; enumerability 1.1 is below the band, so it is a study item and not a board cue.
7508	SUE	3	True	par	0.013567	0.11396	3.3583	1.5598	0.5698	8.4	5	0	0	9	83	64	119	0.092147	264	3.1956	3.2917	3.2917	observed	True	0.45326	2241.2	52	0.11287	0.59906	USES SUET USER SUER SUETS	SUE- is on 9% of your boards; you own none of the 119 words on it yet; the queue wants USES, SUET, USER (4.9 points a game between 5 words); enumerability 3.3 is inside the 2-6 band, so it also works as something to scan for on a board; 52 dead affixes worth 0.6 points a game in avoided misswipes at the current weight.
7509	VIRA	4	False	misswipe	0.01356	0.037969	0	0	0.18984	2.8	0	0	0	0	24	32	42	0.01082	31	0.566	1.8065	0.65326	calibrated	False	0.51012	694.7	59	0.32025	0.01356		VIRA- is on 1% of your boards; you own none of the 42 words on it yet; enumerability 0.7 is below the band, so it is a study item and not a board cue.
7510	MISTA	5	False	misswipe	0.01356	0.037969	0	0	0.18984	2.8	0	0	0	1	8	9	15	0.01082	31	0.36206	1.2581	0.33448	calibrated	False	0.64484	538.81	59	0.32025	0.01356		MISTA- is on 1% of your boards; you own none of the 15 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7511	TINDA	5	False	misswipe	0.01356	0.037969	0	0	0.18984	2.8	0	0	0	0	2	2	2	0.01082	31	0.31784	1.4516	0.29363	calibrated	False	0.77381	475.73	59	0.32025	0.01356		TINDA- is on 1% of your boards; you own none of the 2 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7512	USSER	5	False	misswipe	0.013559	0.037966	0	0	0.18983	2.8	0	0	1	6	10	15	29	0.011169	32	1.3359	1.4688	1.2341	calibrated	False	0.6918	569.72	56	0.31022	0.013559		USSER- is on 1% of your boards; you own 1 of the 29 words on it; enumerability 1.2 is below the band, so it is a study item and not a board cue.
7513	GHAS	4	False	misswipe	0.013559	0.037965	0	0	0.18983	2.8	0	0	0	0	14	14	20	0.011169	32	1.1509	1.5	1.3283	calibrated	False	0.59104	1215.2	56	0.31022	0.013559		GHAS- is on 1% of your boards; you own none of the 20 words on it yet; enumerability 1.3 is below the band, so it is a study item and not a board cue.
7514	NOTIC	5	False	misswipe	0.013559	0.037964	0	0	0.18982	2.8	0	0	0	4	25	20	39	0.012565	36	1.2326	2.1944	1.1387	calibrated	False	0.64038	2084.2	54	0.27574	0.013559		NOTIC- is on 1% of your boards; you own none of the 39 words on it yet; enumerability 1.1 is below the band, so it is a study item and not a board cue.
7515	FRI	3	False	par	0.013558	0.060198	1.0177	0.44158	0.30099	4.44	4	0	6	16	158	244	319	0.05096	146	4.5925	5.0205	8.3417	calibrated	False	0.41661	3907.8	52	0.10781	0.34222	FRIES RIFS FIRS FRIS	FRI- is on 5% of your boards; you already own 6 of the 319 words on it (244 of them extend the stem's own path), so the rest cost little; the queue wants FRIES, RIFS, FIRS (1.5 points a game between 4 words); enumerability 8.3 is above the band: study it, but do not hunt for it, there is too much under the stem to check.
7516	IANI	4	False	misswipe	0.013556	0.037956	0	0	0.18978	2.8	0	0	0	0	16	24	30	0.01082	31	0.23119	1.7419	0.26684	calibrated	False	0.51118	245.55	59	0.32014	0.013556		IANI- is on 1% of your boards; you own none of the 30 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7517	AREU	4	False	misswipe	0.013556	0.037956	0	0	0.18978	2.8	0	0	0	0	6	6	7	0.01082	31	0.19798	1.4839	0.22851	calibrated	False	0.60159	212.73	59	0.32014	0.013556		AREU- is on 1% of your boards; you own none of the 7 words on it yet; enumerability 0.2 is below the band, so it is a study item and not a board cue.
7518	HOER	4	True	par	0.013552	0.065051	6.8165	0	0.32526	4.8	2	0	1	5	16	6	24	0.044677	128	1.0396	1.6641	1.1998	calibrated	False	0.6582	989.46	58	0.13288	1.4337	HOERS SHOER	HOER- is on 4% of your boards; you own 1 of the 24 words on it; the queue wants HOERS, SHOER (6.8 points a game between 2 words); enumerability 1.2 is below the band, so it is a study item and not a board cue.
7519	WARR	4	False	misswipe	0.013551	0.022766	0	0	0.11383	1.68	0	0	3	4	25	47	55	0.0069808	20	1.4105	3.15	1.6279	calibrated	False	0.51651	1276.7	57	0.29763	0.013551		WARR- is on 1% of your boards; you already own 3 of the 55 words on it (47 of them extend the stem's own path), so the rest cost little; enumerability 1.6 is below the band, so it is a study item and not a board cue.
7520	RUC	3	True	par	0.013551	0.052036	1.6511	0.097731	0.26018	3.84	3	0	3	12	86	172	205	0.032112	92	1.4752	2.7174	2.6796	calibrated	True	0.39579	1325.4	59	0.14789	0.46896	CURS CRUS RUCS	RUC- is on 3% of your boards; you already own 3 of the 205 words on it (172 of them extend the stem's own path), so the rest cost little; the queue wants CURS, CRUS, RUCS (1.7 points a game between 3 words); enumerability 2.7 is inside the 2-6 band, so it also works as something to scan for on a board.
7521	EMOI	4	False	misswipe	0.013551	0.037943	0	0	0.18971	2.8	0	0	0	0	25	15	29	0.01082	31	0.41445	1.1935	0.47835	calibrated	False	0.55386	470.91	59	0.32003	0.013551		EMOI- is on 1% of your boards; you own none of the 29 words on it yet; enumerability 0.5 is below the band, so it is a study item and not a board cue.
7522	NICH	4	False	misswipe	0.01355	0.037941	0	0	0.1897	2.8	0	0	0	8	23	19	42	0.012914	37	1.7284	2.5946	1.9948	calibrated	False	0.56332	1646.4	52	0.26812	0.01355		NICH- is on 1% of your boards; you own none of the 42 words on it yet; enumerability 2.0 is below the band, so it is a study item and not a board cue.
7523	SEE	3	True	par	0.013548	0.18777	19.51	1.6699	0.93886	13.86	17	0	2	21	170	283	411	0.1637	469	3.7384	4.0917	4.0917	observed	True	0.41368	2021.3	42	0.10468	1.5417	SERE SNEE SEME SLEE SENE SEEM SEEN MESE ESNE MEES SEEDS EMES REES SEERS SEED SESE SEEP	SEE- is on 16% of your boards; you already own 2 of the 411 words on it (283 of them extend the stem's own path), so the rest cost little; the queue wants SERE, SNEE, SEME (21.2 points a game between 17 words); enumerability 4.1 is inside the 2-6 band, so it also works as something to scan for on a board; 42 dead affixes worth 0.9 points a game in avoided misswipes at the current weight.
7524	TUIL	4	False	misswipe	0.013546	0.03793	0	0	0.18965	2.8	0	0	0	1	7	11	17	0.011518	33	0.83361	1.7576	0.96213	calibrated	False	0.57201	879.67	58	0.30053	0.013546		TUIL- is on 1% of your boards; you own none of the 17 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
7525	GERE	4	True	misswipe	0.013534	0.037896	0	0	0.18948	2.8	0	0	0	8	49	60	96	0.023386	67	0.90926	1.3582	1.0494	calibrated	False	0.50606	271.34	59	0.14789	0.013534		GERE- is on 2% of your boards; you own none of the 96 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
7526	SOLER	5	True	misswipe	0.013525	0.037871	0	0	0.18935	2.8	0	0	1	3	12	7	16	0.023386	67	1.3667	1.5522	1.2626	calibrated	False	0.70011	1563.8	58	0.14779	0.013525		SOLER- is on 2% of your boards; you own 1 of the 16 words on it; enumerability 1.3 is below the band, so it is a study item and not a board cue.
7527	ARPEN	5	True	misswipe	0.013521	0.022716	0	0	0.11358	1.68	0	0	3	3	19	16	33	0.015009	43	1.3106	1.814	1.2108	calibrated	False	0.67026	1827.8	56	0.13813	0.013521		ARPEN- is on 2% of your boards; you already own 3 of the 33 words on it (16 of them extend the stem's own path), so the rest cost little; enumerability 1.2 is below the band, so it is a study item and not a board cue.
7528	LATRO	5	False	alpha	0.013519	0.051371	0	0.081443	0.25686	3.8	1	0	0	0	2	3	3	0.01466	42	0.43192	1.381	0.39902	calibrated	False	0.70106	645.4	59	0.31981	0.034951	LATRON	LATRO- is on 1% of your boards; you own none of the 3 words on it yet; the queue wants LATRON (0.1 points a game between 1 word); enumerability 0.4 is below the band, so it is a study item and not a board cue.
7529	IFLE	4	False	misswipe	0.013518	0.03785	0	0	0.18925	2.8	0	0	0	8	31	24	47	0.01082	31	1.6967	3.1613	1.9582	calibrated	False	0.56872	2278	59	0.31925	0.013518		IFLE- is on 1% of your boards; you own none of the 47 words on it yet; enumerability 2.0 is below the band, so it is a study item and not a board cue.
7530	ILEY	4	False	misswipe	0.013518	0.03785	0	0	0.18925	2.8	0	0	0	0	13	7	14	0.01082	31	0.58423	1.2581	0.67429	calibrated	False	0.67755	559.96	59	0.31925	0.013518		ILEY- is on 1% of your boards; you own none of the 14 words on it yet; enumerability 0.7 is below the band, so it is a study item and not a board cue.
7531	LESH	4	False	misswipe	0.013517	0.037847	0	0	0.18924	2.8	0	0	1	1	30	34	51	0.01082	31	0.3238	1.4516	0.37372	calibrated	False	0.51111	259.67	58	0.31922	0.013517		LESH- is on 1% of your boards; you own 1 of the 51 words on it; enumerability 0.4 is below the band, so it is a study item and not a board cue.
7532	SANTO	5	True	misswipe	0.013513	0.037837	0	0	0.18919	2.8	0	0	0	0	19	15	24	0.024084	69	1.2709	1.7101	1.1741	calibrated	False	0.68254	1817.3	57	0.14338	0.013513		SANTO- is on 2% of your boards; you own none of the 24 words on it yet; enumerability 1.2 is below the band, so it is a study item and not a board cue.
7533	IDY	3	False	alpha	0.013513	0.05135	0	0.12022	0.25675	3.8	1	0	0	2	20	42	47	0.015009	43	1.1582	1.5349	2.1037	calibrated	True	0.44263	536.68	57	0.31224	0.045151	TIDY	IDY- is on 2% of your boards; you own none of the 47 words on it yet; the queue wants TIDY (0.1 points a game between 1 word); enumerability 2.1 is inside the 2-6 band, so it also works as something to scan for on a board.
7534	HEAP	4	True	misswipe	0.013511	0.022699	0	0	0.11349	1.68	0	0	4	10	38	48	70	0.018499	53	1.833	1.8679	2.1156	calibrated	True	0.54335	833.38	48	0.11198	0.013511		HEAP- is on 2% of your boards; you already own 4 of the 70 words on it (48 of them extend the stem's own path), so the rest cost little; enumerability 2.1 is inside the 2-6 band, so it also works as something to scan for on a board.
7535	CLAT	4	True	alpha	0.013509	0.051336	0	0.35083	0.25668	3.8	1	0	0	6	29	23	38	0.031763	91	1.4892	2.033	1.7188	calibrated	False	0.54334	1085.3	58	0.1475	0.10583	ECLAT	CLAT- is on 3% of your boards; you own none of the 38 words on it yet; the queue wants ECLAT (0.4 points a game between 1 word); enumerability 1.7 is below the band, so it is a study item and not a board cue.
7536	ENTU	4	False	misswipe	0.013509	0.037824	0	0	0.18912	2.8	0	0	0	2	30	56	75	0.01082	31	0.46071	1.3226	0.53173	calibrated	False	0.49048	495.27	59	0.31903	0.013509		ENTU- is on 1% of your boards; you own none of the 75 words on it yet; enumerability 0.5 is below the band, so it is a study item and not a board cue.
7537	ORNEA	5	False	misswipe	0.013509	0.037824	0	0	0.18912	2.8	0	0	0	3	8	4	11	0.01082	31	0.36532	2.0645	0.33749	calibrated	False	0.74405	586.43	59	0.31903	0.013509		ORNEA- is on 1% of your boards; you own none of the 11 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7538	LARET	5	False	misswipe	0.013509	0.037824	0	0	0.18912	2.8	0	0	0	0	19	8	19	0.01082	31	0.28186	1.7742	0.26039	calibrated	False	0.63616	452.81	59	0.31903	0.013509		LARET- is on 1% of your boards; you own none of the 19 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7539	LIMA	4	True	misswipe	0.013506	0.037818	0	0	0.18909	2.8	0	0	1	3	37	38	59	0.023735	68	1.2181	1.6618	1.4059	calibrated	False	0.53392	1149.4	58	0.14542	0.013506		LIMA- is on 2% of your boards; you own 1 of the 59 words on it; enumerability 1.4 is below the band, so it is a study item and not a board cue.
7540	ISOS	4	True	misswipe	0.013506	0.037818	0	0	0.18909	2.8	0	0	0	0	9	15	18	0.01082	31	0.35708	1.1935	0.41213	calibrated	False	0.55217	299.12	58	0.31898	0.013506		ISOS- is on 1% of your boards; you own none of the 18 words on it yet; enumerability 0.4 is below the band, so it is a study item and not a board cue.
7541	PITA	4	True	misswipe	0.013502	0.037807	0	0	0.18903	2.8	0	0	0	0	50	65	84	0.023386	67	1.2451	1.7313	1.4371	calibrated	False	0.50987	1576.2	58	0.14754	0.013502		PITA- is on 2% of your boards; you own none of the 84 words on it yet; enumerability 1.4 is below the band, so it is a study item and not a board cue.
7542	PRATE	5	True	par	0.013496	0.030772	2.199	0	0.15386	2.28	1	0	6	11	22	12	40	0.023037	66	1.6058	2.0455	1.4835	calibrated	False	0.71263	1165.8	56	0.12191	0.97795	PRATES	PRATE- is on 2% of your boards; you already own 6 of the 40 words on it (12 of them extend the stem's own path), so the rest cost little; the queue wants PRATES (2.2 points a game between 1 word); enumerability 1.5 is below the band, so it is a study item and not a board cue.
7543	ARRY	4	False	misswipe	0.013491	0.037774	0	0	0.18887	2.8	0	0	0	2	15	46	49	0.011169	32	1.4782	2.7812	1.7061	calibrated	False	0.56052	1063.8	55	0.30865	0.013491		ARRY- is on 1% of your boards; you own none of the 49 words on it yet; enumerability 1.7 is below the band, so it is a study item and not a board cue.
7544	CAN	3	True	par	0.013479	0.089767	15.47	1.5177	0.44884	6.66	8	0	29	57	538	663	925	0.11763	337	8.531	10.32	10.32	observed	False	0.39954	7011.1	42	0.069649	2.5642	CANER CANED SCANT CANIER RECANE ANCE CANST CANS	CAN- is on 12% of your boards; you already own 29 of the 925 words on it (663 of them extend the stem's own path), so the rest cost little; the queue wants CANER, CANED, SCANT (17.0 points a game between 8 words); enumerability 10.3 is above the band: study it, but do not hunt for it, there is too much under the stem to check.
7545	NCON	4	False	misswipe	0.013474	0.037728	0	0	0.18864	2.8	0	0	0	0	15	22	26	0.01082	31	0.67069	2.3548	0.77409	calibrated	False	0.52229	830.04	59	0.31822	0.013474		NCON- is on 1% of your boards; you own none of the 26 words on it yet; enumerability 0.8 is below the band, so it is a study item and not a board cue.
7546	NCLE	4	False	misswipe	0.013474	0.037728	0	0	0.18864	2.8	0	0	1	5	21	37	48	0.01082	31	1.2732	1.8065	1.4694	calibrated	False	0.53698	880.14	59	0.31822	0.013474		NCLE- is on 1% of your boards; you own 1 of the 48 words on it; enumerability 1.5 is below the band, so it is a study item and not a board cue.
7547	LGIN	4	False	misswipe	0.013474	0.037728	0	0	0.18864	2.8	0	0	1	1	21	17	32	0.01082	31	0.51325	1.6774	0.59238	calibrated	False	0.52138	576.48	59	0.31822	0.013474		LGIN- is on 1% of your boards; you own 1 of the 32 words on it; enumerability 0.6 is below the band, so it is a study item and not a board cue.
7548	RIF	3	True	alpha	0.013471	0.070318	0.41064	1.895	0.35159	5.22	5	0	3	24	189	309	384	0.053403	153	3.5203	4.8954	6.3943	calibrated	False	0.39503	2670.2	53	0.12017	0.45516	SERIF RIFS FIRS REIF FRIS	RIF- is on 5% of your boards; you already own 3 of the 384 words on it (309 of them extend the stem's own path), so the rest cost little; the queue wants SERIF, RIFS, FIRS (2.3 points a game between 5 words); enumerability 6.4 is above the band: study it, but do not hunt for it, there is too much under the stem to check.
7549	RATIO	5	True	par	0.013465	0.051166	1.848	0	0.25583	3.8	1	0	1	5	44	38	58	0.032112	92	1.2426	2.663	1.148	calibrated	False	0.59315	1353.7	58	0.14542	0.49978	RATION	RATIO- is on 3% of your boards; you own 1 of the 58 words on it; the queue wants RATION (1.8 points a game between 1 word); enumerability 1.1 is below the band, so it is a study item and not a board cue.
7550	HOUT	4	True	misswipe	0.013463	0.022618	0	0	0.11309	1.68	0	0	4	10	38	51	79	0.017801	51	1.8608	2.6667	2.1477	calibrated	True	0.53243	621.59	54	0.11596	0.013463		HOUT- is on 2% of your boards; you already own 4 of the 79 words on it (51 of them extend the stem's own path), so the rest cost little; enumerability 2.1 is inside the 2-6 band, so it also works as something to scan for on a board.
7551	MMO	3	False	misswipe	0.01346	0.037687	0	0	0.18843	2.8	0	0	0	4	49	159	161	0.01082	31	0.95472	2.9032	1.7342	calibrated	False	0.38822	677.05	58	0.31787	0.01346		MMO- is on 1% of your boards; you own none of the 161 words on it yet; enumerability 1.7 is below the band, so it is a study item and not a board cue.
7552	NCHO	4	False	misswipe	0.01346	0.037687	0	0	0.18843	2.8	0	0	0	2	37	57	72	0.01082	31	1.3122	3.8065	1.5145	calibrated	False	0.51459	1741.6	58	0.31787	0.01346		NCHO- is on 1% of your boards; you own none of the 72 words on it yet; enumerability 1.5 is below the band, so it is a study item and not a board cue.
